,path,sentence,language
0,common_voice_zh-HK_24534766.mp3,在喜靈州戒毒所興建一座設施齊全的三層高建築物,1
1,common_voice_zh-HK_24534768.mp3,博聞強記,1
2,common_voice_zh-HK_24534769.mp3,嘩！真係好香，有得食未,1
3,common_voice_zh-HK_24534784.mp3,芒果奇亞籽布甸,1
4,common_voice_zh-HK_24534785.mp3,高掛天空照耀心痛難耐的我,1
5,common_voice_zh-HK_24534786.mp3,是促其前進的，,1
6,common_voice_zh-HK_24534788.mp3,我上司住喺小西灣藍灣半島,1
7,common_voice_zh-HK_24534803.mp3,悲喜交集,1
8,common_voice_zh-HK_24534804.mp3,美國華盛頓,1
9,common_voice_zh-HK_24534805.mp3,向台下展示成功着了燈的麵包板,1
10,common_voice_zh-HK_24534806.mp3,阿茂整餅,1
11,common_voice_zh-HK_24534807.mp3,她懇求死神給予還陽機會,1
12,common_voice_zh-HK_24534813.mp3,會邀你同赴黃泉,1
13,common_voice_zh-HK_24534814.mp3,昨晚看見你時已經是全身水腫,1
14,common_voice_zh-HK_24534816.mp3,你額有朝天骨，眼裡有靈光，仙人轉世，神仙下凡,1
15,common_voice_zh-HK_24534823.mp3,真想與你 重遊那快樂故地,1
16,common_voice_zh-HK_24534824.mp3,他們心裏自有一把尺,1
17,common_voice_zh-HK_24534825.mp3,斯是陋室，惟吾德馨,1
18,common_voice_zh-HK_24534827.mp3,尋尋覓覓，,1
19,common_voice_zh-HK_24534838.mp3,問外婆吃不吃,1
20,common_voice_zh-HK_24534841.mp3,前天起我一直悶悶不樂,1
21,common_voice_zh-HK_24534842.mp3,冬蔭醬南瓜燴雞腿,1
22,common_voice_zh-HK_24534843.mp3,做乜佢有甜醬我冇呀,1
23,common_voice_zh-HK_24534844.mp3,不徐不疾,1
24,common_voice_zh-HK_24534845.mp3,如果我死了你不用帶人來看我,1
25,common_voice_zh-HK_24534846.mp3,放手畀我哋手足以新思維,1
26,common_voice_zh-HK_24534847.mp3,母親想也知道；,1
27,common_voice_zh-HK_24534868.mp3,三星燒賣,1
28,common_voice_zh-HK_24534869.mp3,有咩留返拜山先講,1
29,common_voice_zh-HK_24534871.mp3,十七,1
30,common_voice_zh-HK_24534872.mp3,慈母,1
